status	family	pval	qval	tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	gene_status	level	gene_type	num_cells_expressed	use_for_ordering
OK	negbinomial	0.142128097943917	0.46288340832135	ENSMUSG00000029672.16	-	-	ENSMUSG00000029672.16	Fam3c	-	chr6:22306519-22356243	-	11,10,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	67	FALSE
OK	negbinomial	0.820392921877241	0.942104144565137	ENSMUSG00000029673.17	-	-	ENSMUSG00000029673.17	Auts2	-	chr5:131437332-132543344	-	11,10,13,12,15,14,17,16,19,18,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	56	TRUE
OK	negbinomial	0.245989052345306	0.592178615716949	ENSMUSG00000029674.13	-	-	ENSMUSG00000029674.13	Limk1	-	chr5:134656038-134688598	-	11,10,13,12,15,14,16,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	23	FALSE
OK	negbinomial	0.181958857727133	0.514513078104718	ENSMUSG00000029676.15	-	-	ENSMUSG00000029676.15	Pot1a	-	chr6:25743736-25809246	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	46	FALSE
OK	negbinomial	0.23646658413381	0.581926355486324	ENSMUSG00000029681.12	-	-	ENSMUSG00000029681.12	Bcl7b	-	chr5:135168282-135181855	-	1,3,2,5,4,6	retained_intron,protein_coding	KNOWN	104	FALSE
OK	negbinomial	0.431864218421068	0.75333610130304	ENSMUSG00000029684.14	-	-	ENSMUSG00000029684.14	Wasl	-	chr6:24613804-24665009	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	57	FALSE
OK	negbinomial	0.31254478392181	0.65722434669358	ENSMUSG00000029686.15	-	-	ENSMUSG00000029686.15	Cul1	-	chr6:47453397-47526139	-	20,21,22,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	processed_transcript,protein_coding,retained_intron	KNOWN	113	FALSE
OK	negbinomial	0.00825756591176989	0.0935275087846454	ENSMUSG00000029697.6	-	-	ENSMUSG00000029697.6	Fezf1	-	chr6:23245043-23248362	-	1,3,2,4	protein_coding	KNOWN	15	FALSE
OK	negbinomial	0.333235216942062	0.67678422354587	ENSMUSG00000029701.15	-	-	ENSMUSG00000029701.15	Rbm28	-	chr6:29123575-29165006	-	11,10,13,12,15,14,17,16,19,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	28	FALSE
OK	negbinomial	0.724781805919897	0.907069736435496	ENSMUSG00000029703.10	-	-	ENSMUSG00000029703.10	Lrwd1	-	chr5:136116630-136136074	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	27	FALSE
OK	negbinomial	0.216196271339747	0.558772821021441	ENSMUSG00000029705.17	-	-	ENSMUSG00000029705.17	Cux1	-	chr5:136248134-136567490	-	24,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	processed_transcript,protein_coding,retained_intron	KNOWN	58	FALSE
OK	negbinomial	0.237309812841711	0.583261377158936	ENSMUSG00000029712.14	-	-	ENSMUSG00000029712.14	Actl6b	-	chr5:137553516-137569582	-	11,10,13,12,14,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	85	FALSE
OK	negbinomial	0.0885585382136175	0.369941583051926	ENSMUSG00000029713.15	-	-	ENSMUSG00000029713.15	Gnb2	-	chr5:137483019-137540718	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	106	FALSE
OK	negbinomial	0.980538229101239	0.99250076721096	ENSMUSG00000029715.5	-	-	ENSMUSG00000029715.5	Pop7	-	chr5:137483019-137540718	-	1,2	protein_coding	KNOWN	98	FALSE
OK	negbinomial	0.259435433984316	0.604296840719815	ENSMUSG00000029716.13	-	-	ENSMUSG00000029716.13	Tfr2	-	chr5:137569839-137587481	-	11,10,13,12,15,14,17,16,19,18,20,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	7	FALSE
OK	negbinomial	0.0100074829857963	0.107482692131504	ENSMUSG00000029722.15	-	-	ENSMUSG00000029722.15	Agfg2	-	chr5:137650462-137684726	-	11,10,13,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	19	FALSE
OK	negbinomial	0.69921989681095	0.896785343538533	ENSMUSG00000029723.16	-	-	ENSMUSG00000029723.16	Tsc22d4	-	chr5:137745729-137768450	-	1,3,2,5,4,6	retained_intron,protein_coding,processed_transcript	KNOWN	26	TRUE
OK	negbinomial	0.463486898017492	0.773462289018881	ENSMUSG00000029725.10	-	-	ENSMUSG00000029725.10	Ppp1r35	-	chr5:137778848-137780110	-	1,3,2,4	retained_intron,protein_coding	KNOWN	39	FALSE
OK	negbinomial	0.517929764342642	0.807830644552831	ENSMUSG00000029726.16	-	-	ENSMUSG00000029726.16	Mepce	-	chr5:137781905-137787655	-	1,3,2,4	retained_intron,protein_coding,processed_transcript	KNOWN	15	FALSE
OK	negbinomial	0.406518229379372	0.734143627666477	ENSMUSG00000029729.12	-	-	ENSMUSG00000029729.12	Zkscan1	-	chr5:138085083-138107822	-	1,3,2,5,4,6	protein_coding	KNOWN	8	FALSE
OK	negbinomial	0.927798820777385	0.979035949195443	ENSMUSG00000029730.16	-	-	ENSMUSG00000029730.16	Mcm7	-	chr5:138161070-138187451	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	24	FALSE
OK	negbinomial	0.986757786465333	0.993497668396248	ENSMUSG00000029735.17	-	-	ENSMUSG00000029735.17	Tpk1	-	chr6:43345000-43666278	-	1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	7	TRUE
OK	negbinomial	0.462888072507366	0.773229944419371	ENSMUSG00000029752.12	-	-	ENSMUSG00000029752.12	Asns	-	chr6:7675168-7693254	-	11,10,12,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	126	FALSE
OK	negbinomial	1.32274789408058e-07	1.84296833297172e-05	ENSMUSG00000029757.16	-	-	ENSMUSG00000029757.16	Dync1i1	-	chr6:5725638-6028039	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	101	FALSE
OK	negbinomial	0.0559535732944568	0.293352471122639	ENSMUSG00000029761.16	-	-	ENSMUSG00000029761.16	Cald1	-	chr6:34598499-34775473	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	18	TRUE
OK	negbinomial	0.0354629526900165	0.227423513121159	ENSMUSG00000029762.6	-	-	ENSMUSG00000029762.6	Akr1b8	-	chr6:34354118-34368463	-	10,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	24	FALSE
OK	negbinomial	0.670401996497817	0.88393294093587	ENSMUSG00000029763.17	-	-	ENSMUSG00000029763.17	Exoc4	-	chr6:33249084-33973979	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	69	FALSE
OK	negbinomial	0.741056309192245	0.912721535741083	ENSMUSG00000029767.16	-	-	ENSMUSG00000029767.16	Calu	-	chr6:29348068-29388468	-	1,3,2,5,4,7,6	processed_transcript,protein_coding	KNOWN	87	TRUE
OK	negbinomial	0.0125830456137403	0.122237017132142	ENSMUSG00000029769.16	-	-	ENSMUSG00000029769.16	Ccdc136	-	chr6:29396308-29426994	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	46	FALSE
OK	negbinomial	0.575675822220461	0.841659684442491	ENSMUSG00000029772.17	-	-	ENSMUSG00000029772.17	Ahcyl2	-	chr6:29768010-29912310	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	31	FALSE
OK	negbinomial	0.438832296716585	0.75894631693664	ENSMUSG00000029775.14	-	-	ENSMUSG00000029775.14	Klhdc10	-	chr6:30401867-30455179	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	16	FALSE
OK	negbinomial	0.767472002424192	0.923373458343343	ENSMUSG00000029776.11	-	-	ENSMUSG00000029776.11	Hibadh	-	chr6:52546227-52640389	-	1,3,2,5,4,7,6,8	retained_intron,protein_coding	KNOWN	95	FALSE
OK	negbinomial	0.469222610371038	0.776894541768489	ENSMUSG00000029777.10	-	-	ENSMUSG00000029777.10	Gars	-	chr6:55038006-55079500	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	118	FALSE
OK	negbinomial	0.413368736594795	0.739727239639591	ENSMUSG00000029778.12	-	-	ENSMUSG00000029778.12	Adcyap1r1	-	chr6:55451977-55501451	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	46	FALSE
OK	negbinomial	0.329616342579791	0.674039946342517	ENSMUSG00000029780.14	-	-	ENSMUSG00000029780.14	Nt5c3	-	chr6:56882399-56923932	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	104	FALSE
OK	negbinomial	0.000695894047852053	0.0166806097482688	ENSMUSG00000029781.7	-	-	ENSMUSG00000029781.7	Fkbp9	-	chr6:56832058-56879358	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	22	FALSE
OK	negbinomial	0.0302649868007406	0.208899610901582	ENSMUSG00000029782.18	-	-	ENSMUSG00000029782.18	Tmem209	-	chr6:30480796-30509783	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	76	FALSE
OK	negbinomial	0.423950477917293	0.748061942707265	ENSMUSG00000029787.10	-	-	ENSMUSG00000029787.10	Avl9	-	chr6:56714898-56761912	-	11,10,13,12,15,14,16,1,3,2,5,4,7,6,9,8	protein_coding,retained_intron	KNOWN	24	FALSE
OK	negbinomial	0.0572680981069972	0.296849888411602	ENSMUSG00000029790.16	-	-	ENSMUSG00000029790.16	Cep41	-	chr6:30653456-30693749	-	11,10,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	10	FALSE
OK	negbinomial	0.805419761029834	0.936005985995709	ENSMUSG00000029802.13	-	-	ENSMUSG00000029802.13	Abcg2	-	chr6:58584522-58695676	-	11,10,13,12,15,14,16,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	24	TRUE
OK	negbinomial	0.103645712769397	0.40405540229112	ENSMUSG00000029804.16	-	-	ENSMUSG00000029804.16	Herc3	-	chr6:58831464-58920398	-	24,25,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding,processed_transcript	KNOWN	41	FALSE
OK	negbinomial	1.13096420660832e-05	0.000688804607509774	ENSMUSG00000029810.15	-	-	ENSMUSG00000029810.15	Tmem176b	-	chr6:48833817-48845869	-	1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	133	FALSE
OK	negbinomial	0.814305837787154	0.939789519244892	ENSMUSG00000029815.12	-	-	ENSMUSG00000029815.12	Malsu1	-	chr6:49073794-49214957	-	1,3,2,4	processed_transcript,protein_coding,retained_intron	KNOWN	40	FALSE
OK	negbinomial	0.649506013753899	0.877657189569671	ENSMUSG00000029817.11	-	-	ENSMUSG00000029817.11	Tra2a	-	chr6:49243923-49264033	-	1,3,2,5,4,7,6,8	retained_intron,protein_coding	KNOWN	74	FALSE
OK	negbinomial	0.163252841018697	0.49082017321938	ENSMUSG00000029819.6	-	-	ENSMUSG00000029819.6	Npy	-	chr6:49822709-49829507	-	1,3,2,4	protein_coding	KNOWN	8	TRUE
OK	negbinomial	0.303955410735473	0.647847963661042	ENSMUSG00000029821.15	-	-	ENSMUSG00000029821.15	Dfna5	-	chr6:50110240-50263862	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding,retained_intron	KNOWN	60	FALSE
OK	negbinomial	0.126739164630292	0.439204103391719	ENSMUSG00000029823.16	-	-	ENSMUSG00000029823.16	Luc7l2	-	chr6:38551333-38609470	-	11,10,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	39	FALSE
OK	negbinomial	0.889786299726252	0.965335088481675	ENSMUSG00000029828.4	-	-	ENSMUSG00000029828.4	4921507P07Rik	-	chr6:50566642-50596632	-	10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	5	FALSE
OK	negbinomial	0.928982665043969	0.979435964901292	ENSMUSG00000029836.15	-	-	ENSMUSG00000029836.15	Cbx3	-	chr6:51470359-51483704	-	1,3,2,5,4,6	retained_intron,protein_coding	KNOWN	55	FALSE
OK	negbinomial	0.653349792623576	0.878878225535802	ENSMUSG00000029838.11	-	-	ENSMUSG00000029838.11	Ptn	-	chr6:36714928-36810220	-	1,3,2,5,4	protein_coding	KNOWN	79	TRUE
OK	negbinomial	0.334055486563478	0.677027692104891	ENSMUSG00000029840.8	-	-	ENSMUSG00000029840.8	Mtpn	-	chr6:35508905-35539888	-	1,3,2,4	protein_coding	KNOWN	119	FALSE
OK	negbinomial	0.214498750826282	0.556985385068285	ENSMUSG00000029860.16	-	-	ENSMUSG00000029860.16	Zyx	-	chr6:42328712-42381215	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	19	FALSE
OK	negbinomial	0.529649230457417	0.815974299149105	ENSMUSG00000029863.13	-	-	ENSMUSG00000029863.13	Casp2	-	chr6:42264984-42282508	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	7	FALSE
OK	negbinomial	0.01291153262001	0.124359089278524	ENSMUSG00000029864.7	-	-	ENSMUSG00000029864.7	Gstk1	-	chr6:42245934-42250447	-	1,3,2,5,4,7,6,8	retained_intron,protein_coding,processed_transcript	KNOWN	23	TRUE
OK	negbinomial	0.00481817738074082	0.0649942733945821	ENSMUSG00000029869.7	-	-	ENSMUSG00000029869.7	Ephb6	-	chr6:41605481-41620509	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	25	FALSE
OK	negbinomial	0.00240426027891128	0.039373230780071	ENSMUSG00000029875.4	-	-	ENSMUSG00000029875.4	Ccdc184	-	chr15:98167805-98170134	-	1	protein_coding	KNOWN	79	FALSE
OK	negbinomial	0.653553293982277	0.878878225535802	ENSMUSG00000029878.5	-	-	ENSMUSG00000029878.5	Dbpht2	-	chr12:74297473-74300468	-	1	protein_coding	KNOWN	45	FALSE
OK	negbinomial	0.197299756263782	0.535415106979437	ENSMUSG00000029910.14	-	-	ENSMUSG00000029910.14	Mad2l1	-	chr6:66535389-66547220	-	1,3,2,5,4,6	retained_intron,protein_coding,processed_transcript	KNOWN	16	FALSE
OK	negbinomial	0.0562046972816818	0.294365590140054	ENSMUSG00000029911.14	-	-	ENSMUSG00000029911.14	Ssbp1	-	chr6:40471351-40484700	-	1,3,2,5,4,7,6	retained_intron,protein_coding	KNOWN	86	FALSE
OK	negbinomial	0.324436567119831	0.668857920679534	ENSMUSG00000029916.11	-	-	ENSMUSG00000029916.11	Agk	-	chr6:40325171-40396762	-	11,10,13,12,15,14,16,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	47	FALSE
OK	negbinomial	1.19607386266019e-10	4.34473830611313e-08	ENSMUSG00000029917.15	-	-	ENSMUSG00000029917.15	C130060K24Rik	-	chr6:65381104-65458150	-	1,3,2,5,4,6	protein_coding	KNOWN	9	FALSE
OK	negbinomial	0.422362449243449	0.748061942707265	ENSMUSG00000029918.9	-	-	ENSMUSG00000029918.9	Mrps33	-	chr6:39801803-39810988	-	1,3,2	retained_intron,protein_coding	KNOWN	132	FALSE
OK	negbinomial	0.407150539975971	0.734763687383889	ENSMUSG00000029920.9	-	-	ENSMUSG00000029920.9	Smarcad1	-	chr6:65042582-65116061	-	24,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding,processed_transcript	KNOWN	32	FALSE
OK	negbinomial	0.00273619450605752	0.0424235279285229	ENSMUSG00000029922.15	-	-	ENSMUSG00000029922.15	Mkrn1	-	chr6:39397803-39421294	-	1,3,2,5,4,7,6,8	retained_intron,protein_coding	KNOWN	117	FALSE
OK	negbinomial	0.257355196399682	0.602291694105191	ENSMUSG00000029924.12	-	-	ENSMUSG00000029924.12	Slc37a3	-	chr6:39334772-39377675	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	44	FALSE
OK	negbinomial	0.0705557385325507	0.330397061056434	ENSMUSG00000029925.13	-	-	ENSMUSG00000029925.13	Tbxas1	-	chr6:38694389-39084585	-	11,10,13,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	8	FALSE
OK	negbinomial	0.511009734745981	0.802080248781077	ENSMUSG00000029992.14	-	-	ENSMUSG00000029992.14	Gfpt1	-	chr6:87042845-87092197	-	11,10,13,12,15,14,17,16,19,18,20,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	18	FALSE
OK	negbinomial	0.740612359372538	0.912721535741083	ENSMUSG00000029993.16	-	-	ENSMUSG00000029993.16	Nfu1	-	chr6:87009235-87028461	-	1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	132	FALSE
OK	negbinomial	0.216091489392572	0.558772821021441	ENSMUSG00000029994.17	-	-	ENSMUSG00000029994.17	Anxa4	-	chr6:86733488-86793584	-	11,10,13,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	6	FALSE
OK	negbinomial	0.939696333177866	0.982963699192904	ENSMUSG00000029998.14	-	-	ENSMUSG00000029998.14	Pcyox1	-	chr6:86386005-86397154	-	1,3,2,5,4,6	retained_intron,protein_coding	KNOWN	113	FALSE
OK	negbinomial	0.0148409410157087	0.135177378160686	ENSMUSG00000030000.10	-	-	ENSMUSG00000030000.10	Add2	-	chr6:86028680-86124409	-	11,10,13,12,15,14,16,1,3,2,5,4,7,6,9,8	protein_coding,retained_intron	KNOWN	71	FALSE
OK	negbinomial	0.595348303530446	0.85301076940837	ENSMUSG00000030002.15	-	-	ENSMUSG00000030002.15	Dusp11	-	chr6:85942267-86001926	-	1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	34	FALSE
OK	negbinomial	0.683790202761543	0.88915303687144	ENSMUSG00000030007.8	-	-	ENSMUSG00000030007.8	Cct7	-	chr6:85446809-85468475	-	11,10,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	141	FALSE
OK	negbinomial	0.330853414690815	0.675226333162412	ENSMUSG00000030008.9	-	-	ENSMUSG00000030008.9	Pradc1	-	chr6:85446809-85468475	-	1,3,2,5,4	retained_intron,protein_coding,processed_transcript	KNOWN	20	TRUE
OK	negbinomial	0.313355027196079	0.657819191251047	ENSMUSG00000030016.14	-	-	ENSMUSG00000030016.14	Zfp638	-	chr6:83867108-83989550	-	24,25,26,27,20,21,22,23,28,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding,processed_transcript	KNOWN	82	FALSE
OK	negbinomial	0.282491352210161	0.627751702715654	ENSMUSG00000030020.13	-	-	ENSMUSG00000030020.13	Prickle2	-	chr6:92370907-92706155	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	5	FALSE
OK	negbinomial	0.372051537657918	0.706264595622451	ENSMUSG00000030030.5	-	-	ENSMUSG00000030030.5	1700003E16Rik	-	chr6:83156403-83162945	-	1,3,2,4	protein_coding	KNOWN	41	FALSE
OK	negbinomial	0.0517692521267839	0.283946587143907	ENSMUSG00000030032.12	-	-	ENSMUSG00000030032.12	Wdr54	-	chr6:83135462-83156397	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	82	FALSE
OK	negbinomial	0.196154897972829	0.53378654891076	ENSMUSG00000030034.11	-	-	ENSMUSG00000030034.11	Ino80b	-	chr6:83121764-83125431	-	1,3,2,5,4	retained_intron,protein_coding	KNOWN	13	FALSE
OK	negbinomial	0.283399924927297	0.628550700914705	ENSMUSG00000030035.14	-	-	ENSMUSG00000030035.14	Wbp1	-	chr6:83119043-83121559	-	1,3,2,5,4	retained_intron,protein_coding,processed_transcript	KNOWN	51	FALSE
OK	negbinomial	0.0513553030770011	0.282495828878409	ENSMUSG00000030036.8	-	-	ENSMUSG00000030036.8	Mogs	-	chr6:83115495-83118898	-	1,3,2,4	retained_intron,protein_coding	KNOWN	7	FALSE
OK	negbinomial	0.79525743081688	0.933079140347923	ENSMUSG00000030037.9	-	-	ENSMUSG00000030037.9	Mrpl53	-	chr6:83101600-83109939	-	1,3,2	retained_intron,protein_coding	KNOWN	109	FALSE
OK	negbinomial	0.124413138519312	0.436497423897869	ENSMUSG00000030042.15	-	-	ENSMUSG00000030042.15	Pole4	-	chr6:82618991-82705365	-	1,3,2,4	processed_transcript,protein_coding	KNOWN	42	TRUE
OK	negbinomial	0.0488393968256018	0.272338544469954	ENSMUSG00000030045.10	-	-	ENSMUSG00000030045.10	Mrpl19	-	chr6:81923668-81965958	-	1,3,2,5,4	retained_intron,protein_coding,processed_transcript	KNOWN	46	FALSE
OK	negbinomial	0.16970031078378	0.497986688107854	ENSMUSG00000030051.10	-	-	ENSMUSG00000030051.10	Aplf	-	chr6:87628423-87672193	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	5	FALSE
OK	negbinomial	0.677188535026944	0.887472383104163	ENSMUSG00000030056.8	-	-	ENSMUSG00000030056.8	Isy1	-	chr6:87788852-87838798	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	24	FALSE
OK	negbinomial	0.42831888808051	0.751085482752086	ENSMUSG00000030057.15	-	-	ENSMUSG00000030057.15	Cnbp	-	chr6:87842614-87851106	-	1,3,2,5,4,6	retained_intron,protein_coding	KNOWN	142	FALSE
OK	negbinomial	0.254397648892716	0.600203777983718	ENSMUSG00000030058.17	-	-	ENSMUSG00000030058.17	Copg1	-	chr6:87887813-87936629	-	24,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	processed_transcript,protein_coding,retained_intron	KNOWN	139	FALSE
OK	negbinomial	0.61235163645124	0.860728094851514	ENSMUSG00000030059.15	-	-	ENSMUSG00000030059.15	Tmf1	-	chr6:97152996-97179122	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	23	FALSE
OK	negbinomial	0.279705704367243	0.625108998911856	ENSMUSG00000030060.14	-	-	ENSMUSG00000030060.14	Hmces	-	chr6:87887813-87936629	-	1,3,2,5,4,7,6	processed_transcript,protein_coding,retained_intron	KNOWN	70	FALSE
OK	negbinomial	0.445901251576685	0.761460985524926	ENSMUSG00000030061.16	-	-	ENSMUSG00000030061.16	Uba3	-	chr6:97183669-97205647	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	97	FALSE
OK	negbinomial	2.06880832345891e-05	0.00110166751088485	ENSMUSG00000030062.7	-	-	ENSMUSG00000030062.7	Rpn1	-	chr6:88084481-88105304	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	140	FALSE
OK	negbinomial	0.0626774232502724	0.312431297317552	ENSMUSG00000030064.16	-	-	ENSMUSG00000030064.16	Frmd4b	-	chr6:97286866-97617541	-	24,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding,processed_transcript	KNOWN	13	TRUE
OK	negbinomial	6.42283017843016e-06	0.000432626528111346	ENSMUSG00000030067.17	-	-	ENSMUSG00000030067.17	Foxp1	-	chr6:98925337-99666771	-	11,10,13,12,15,14,17,16,19,18,20,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	69	FALSE
OK	negbinomial	0.329487093511483	0.674039946342517	ENSMUSG00000030068.4	-	-	ENSMUSG00000030068.4	Gm20696	-	chr6:98925337-99666771	-	1,2	retained_intron	KNOWN	7	FALSE
OK	negbinomial	0.985535414603952	0.993447046772726	ENSMUSG00000030069.15	-	-	ENSMUSG00000030069.15	Prok2	-	chr6:99711298-99732553	-	1,3,2,4	protein_coding	KNOWN	5	FALSE
OK	negbinomial	0.112939280436131	0.418489636403822	ENSMUSG00000030077.11	-	-	ENSMUSG00000030077.11	Chl1	-	chr6:103510585-103750211	-	24,25,26,27,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding	KNOWN	92	FALSE
OK	negbinomial	0.053610127143884	0.287859275045693	ENSMUSG00000030079.15	-	-	ENSMUSG00000030079.15	Ruvbl1	-	chr6:88465408-88497572	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	82	FALSE
OK	negbinomial	0.146956780006619	0.470009273619122	ENSMUSG00000030082.14	-	-	ENSMUSG00000030082.14	Sec61a1	-	chr6:88503578-88518905	-	11,10,12,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	92	FALSE
OK	negbinomial	0.0301048864291218	0.208446508428518	ENSMUSG00000030083.11	-	-	ENSMUSG00000030083.11	Abtb1	-	chr6:88835913-88841900	-	11,10,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	49	FALSE
OK	negbinomial	0.0389596853739531	0.240740558893364	ENSMUSG00000030086.16	-	-	ENSMUSG00000030086.16	Chchd6	-	chr6:89383145-89595652	-	1,3,2,5,4,7,6,8	retained_intron,protein_coding	KNOWN	126	FALSE
OK	negbinomial	0.715555422740431	0.903864158556001	ENSMUSG00000030087.11	-	-	ENSMUSG00000030087.11	Klf15	-	chr6:90462575-90475238	-	1,3,2,4	protein_coding	KNOWN	10	FALSE
OK	negbinomial	0.00140204725664688	0.0271106894436415	ENSMUSG00000030089.15	-	-	ENSMUSG00000030089.15	Slc41a3	-	chr6:90604724-90646412	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	36	FALSE
OK	negbinomial	0.188104335544528	0.521594655622518	ENSMUSG00000030092.14	-	-	ENSMUSG00000030092.14	Cntn6	-	chr6:104492789-104863406	-	24,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding	KNOWN	100	FALSE
OK	negbinomial	0.533345960202109	0.81815529544988	ENSMUSG00000030094.8	-	-	ENSMUSG00000030094.8	Xpc	-	chr6:91489304-91515888	-	11,10,13,12,15,14,16,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	10	FALSE
OK	negbinomial	0.795340840418015	0.933079140347923	ENSMUSG00000030095.10	-	-	ENSMUSG00000030095.10	Tmem43	-	chr6:91473702-91488463	-	11,10,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	71	FALSE
OK	negbinomial	0.287557864664326	0.630646035865853	ENSMUSG00000030096.8	-	-	ENSMUSG00000030096.8	Slc6a6	-	chr6:91684052-91759066	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	47	FALSE
